date,pango_lineage
2022-12-29,BF.7
2022-12-26,BQ.1.1
2022-12-28,BQ.1.1
2022-12-31,BQ.1.1
2022-12-30,BQ.1.1.8
2022-12-29,BQ.1.1
2022-12-30,BQ.1.1
2022-12-28,EF.1.1
2022-12-31,CZ.2
2022-12-31,BQ.1
2022-12-31,BE.1.2.1
2022-12-30,BF.7.27
2022-12-30,XBM
2022-12-30,CZ.2
2022-12-30,BQ.1.1.5
2022-12-30,BQ.1.1
2022-12-31,BQ.1.1
2022-12-31,BQ.1.2
2022-12-30,BF.7
2022-12-31,BQ.1.5
2022-12-31,BQ.1.1.30
2022-12-31,BQ.1.1
2022-12-30,BQ.1.1
2022-12-30,BF.11.3
2022-12-30,BA.5.2.35
2022-12-31,BQ.1.30
2022-12-31,BQ.1.1
2022-12-30,BF.7
2022-12-31,BF.7
2022-12-29,BQ.1.1
2022-12-30,BQ.1.5
2022-12-30,BA.5.1
2022-12-30,BA.5.1
2022-12-30,BQ.1.1
2022-12-30,BQ.1.1
2022-12-19,BQ.1.1
2022-10-31,BA.5.1
2022-10-25,BQ.1.22
2022-10-27,BE.1.2.1
2022-10-24,BA.4.6.5
2022-11-14,BF.7
2022-10-30,BA.5.2.1
2022-11-07,BA.5.2
2022-11-07,BA.4.6
2022-11-13,BF.10
2022-10-21,BA.5.2.1
2022-11-27,BQ.1.1
2022-11-22,BA.5.2
2022-11-30,BN.1.2.4
2022-11-28,BF.7
2022-11-21,BQ.1.1.5
2022-12-26,BQ.1.2
2022-10-31,BA.5.2.1
2022-10-30,BA.5.2
2022-10-30,BA.5.1.7
2022-10-31,BA.5.2
2022-11-07,BA.4.6.5
2022-11-05,BA.5.2.6
2022-11-07,BA.5.2.20
2022-10-19,BA.5.1
2022-11-16,BA.5.1
2022-11-24,XBP
2022-11-29,BA.5.2
2022-11-21,BA.5.2.1
2022-11-14,BQ.1.1.40
2022-11-14,BE.1.1.2
2022-11-07,BQ.1.1.40
2022-11-08,BA.5.2.21
2022-11-06,BA.5.2.32
2022-11-12,BA.4.6
2022-10-20,BA.4.6
2022-11-19,BA.5.2
2022-11-22,BA.4.6
2022-11-21,BF.7.23
2022-12-26,BQ.1.1.55
2022-10-30,BA.5.2.3
2022-10-30,BQ.1
2022-10-30,BQ.1
2022-11-14,BE.1.1.2
2022-10-31,BF.7
2022-11-07,CA.7
2022-11-07,BE.1.2.1
2022-11-15,CH.1.1.1
2022-11-09,BA.5.2.1
2022-11-20,BF.11
2022-11-15,BA.5.2
2022-11-15,BA.5.2
2022-10-30,BQ.1
2022-10-31,BA.5.1.36
2022-10-30,BQ.1.2
2022-11-01,BA.5.2.1
2022-11-01,BF.7.16
2022-10-31,BA.5.2
2022-10-31,BA.5.2
2022-11-01,BF.7.7
2022-11-01,BF.7
2022-10-31,BA.5.2.1
2022-11-11,BF.7.5
2022-10-24,BQ.1.1
2022-11-16,BQ.1.2
2022-11-25,BA.5.2.1
2022-11-21,BQ.1.1.5
2022-10-30,BA.5.2.1
2022-11-01,BF.10
2022-11-01,BA.5.1.7
2022-10-31,BQ.1.1
2022-11-07,BA.5.2.13
2022-11-01,BQ.1.2
2022-11-01,BQ.1.10.1
2022-11-01,BQ.1
2022-10-31,BQ.1.1
2022-11-01,BA.5.1.7
2022-11-05,BA.5.2.6
2022-11-05,BF.13
2022-11-01,BQ.1
2022-11-01,BQ.1
2022-10-31,BA.5.1.7
2022-11-01,BA.5.2.1
2022-10-31,BA.5.1.1
2022-11-01,BA.5.2.22
2022-11-06,BA.5.2.9
2022-11-13,BA.5.10
2022-11-14,BQ.1.1.67
2022-11-18,BA.5.2
2022-11-20,BF.10
2022-11-25,BF.7
2022-11-27,BA.5.2.20
2022-12-06,BF.7.4
2022-12-27,BQ.1.1.67
2022-10-31,BE.1.1
2022-11-07,BA.4.6
2022-11-06,BA.5.1
2022-11-07,BA.5.2.6
2022-11-12,BA.4.6
2022-10-18,BA.5.2.1
2022-10-31,BF.10
2022-11-01,BF.7
2022-11-01,BA.5.1.7
2022-10-31,BQ.1.1
2022-11-01,BR.4
2022-11-01,BA.5.2.1
2022-10-30,BA.5.1.5
2022-11-01,BA.4.6
2022-11-01,BQ.1
2022-10-31,BF.13
2022-11-06,BA.5.2.20
2022-11-08,BF.7.4
2022-11-07,BQ.1.5
2022-11-13,BF.10
2022-10-17,BA.5.2
2022-11-18,BF.10
2022-11-22,BQ.1.1
2022-11-02,BF.28
2022-11-02,BF.7.4
2022-11-02,BQ.1.2
2022-11-02,BQ.1.2
2022-11-02,BQ.1.1.1
2022-10-31,BA.5.6
2022-10-31,BM.1.1
2022-11-08,BQ.1.1
2022-11-07,BQ.1.12
2022-11-13,BF.7.5
2022-11-12,BA.5.2.1
2022-11-12,BA.4.6.4
2022-11-07,BF.7
2022-11-15,BQ.1.1
2022-11-09,BQ.1.2
2022-11-21,BF.7
2022-11-13,BA.5.1
2022-11-15,BQ.1.8
2022-10-31,BE.1.1
2022-10-30,BQ.1.2
2022-11-02,BA.5.2.1
2022-11-07,BN.1.3
2022-11-16,BF.7.4
2022-11-20,BF.14
2022-11-14,BA.5.2.21
2022-11-14,BA.5.1.5
2022-11-02,BQ.1
2022-11-02,BA.5.1.7
2022-11-02,BA.5.2.1
2022-11-02,BF.7.5
2022-10-31,BQ.1
2022-11-02,BQ.1
2022-10-31,BA.5.2
2022-11-01,BF.7
2022-11-01,BQ.1
2022-11-01,BN.1.3
2022-11-01,BQ.1.2
2022-11-01,BF.7.22
2022-11-01,BA.5.2.1
2022-11-02,BA.5.2.1
2022-11-02,BQ.1.5
2022-11-01,BE.1.2.1
2022-11-01,BA.5.1.5
2022-11-04,BA.5.2.37
2022-11-04,BQ.1.2
2022-11-07,BA.5.1
2022-11-11,BA.5.2.32
2022-11-07,BQ.1.15
2022-11-15,BF.11
2022-11-10,BQ.1.1
2022-11-14,BA.5.2
2022-11-15,BA.5.2
2022-11-03,BE.7
2022-11-03,BA.5.1
2022-11-03,BA.5.5.1
2022-11-02,BA.5.2.1
2022-11-04,BA.5.1.7
2022-11-03,BQ.1.11
2022-11-04,BA.5.2
2022-11-03,BA.5.2.1
2022-10-31,BQ.1.1.40
2022-11-07,BA.5.2
2022-11-15,BA.5.2.13
2022-11-04,BQ.1.1
2022-10-18,BA.5.2.1
2022-10-21,BA.5.1
2022-12-27,BQ.1.1
2022-12-27,BF.7.23
2022-10-26,BA.5.10
2022-11-22,BQ.1.1.5
2022-12-31,BQ.1.1.51
2022-11-15,BA.5.1.33
2022-11-23,BK.1
2022-11-29,BF.2
2022-11-28,BQ.1
2022-11-28,BQ.1.23
2022-11-29,BA.4.6
2022-11-19,BA.5.2.1
2022-11-20,BF.7
2022-11-15,BQ.1
2022-11-28,BF.7.4.1
2022-11-23,BF.7
2022-11-23,BA.5.2.1
2022-11-27,BQ.1.1.35
2022-10-21,BA.5.2
2022-10-20,BA.5.2
2022-10-20,BA.5.2
2022-10-19,BA.5.2.1
2022-10-21,BA.5.2.1
2022-10-21,BA.5.2.1
2022-10-23,BA.5.2.1
2022-10-22,BA.5.2.1
2022-10-19,BA.5.2.1
2022-10-19,BA.5.2.1
2022-10-23,BA.5.2.1
2022-10-24,BA.5.2.6
2022-10-21,BF.5
2022-10-21,BF.5
2022-10-23,BF.5
2022-10-23,BF.8
2022-10-21,BN.1.5
2022-10-22,BQ.1
2022-10-22,BQ.1
2022-10-22,BQ.1
2022-10-20,BQ.1.1
2022-10-23,BQ.1.1
2022-10-22,BQ.1.1
2022-10-24,BQ.1.1
2022-10-20,BQ.1.1
2022-10-24,BQ.1.1
2022-10-24,BQ.1.1
2022-10-22,BQ.1.1
2022-10-25,BQ.1.1
2022-10-22,BA.2
2022-10-18,BA.5.2.1
2022-11-04,BQ.1.13
2022-11-16,BF.7
2022-12-19,BF.7
2022-10-24,BA.5.1.1
2022-11-01,BQ.1.1
2022-10-27,BQ.1.22
2022-10-31,BA.5.2.6
2022-11-07,BA.5.2.13
2022-10-29,BA.5.2.9
2022-10-29,BA.5.1.7
2022-11-06,BA.5.1.25
2022-11-14,BQ.1.1
2022-10-17,BA.4.6
2022-10-19,BF.5
2022-10-26,BA.5.2.1
2022-12-30,BQ.1.1.5
2022-12-19,BF.26
2022-10-20,BA.5.2.9
2022-10-27,BA.5.2.53
2022-11-07,BQ.1
2022-10-28,BA.5.2.9
2022-10-16,BF.10
2022-10-17,BF.7.6
2022-10-17,BF.7.6
2022-10-18,BF.10
2022-11-01,BA.5.1.12
2022-11-11,BF.26
2022-10-27,BQ.1
2022-10-28,BA.5.1.30
2022-12-21,BQ.1.1
2022-12-31,BQ.1.3
2022-10-16,BQ.1
2022-10-20,BF.5
2022-10-17,BA.4.6
2022-10-24,BA.4.6
2022-10-24,BF.26
2022-12-29,BQ.1.1.3
2022-10-25,BQ.1.2
2022-11-04,BA.5.2
2022-10-21,BA.5.2.1
2022-10-28,BF.5
2022-11-06,BA.5.2.1
2022-11-08,BE.1.1
2022-11-14,BA.5.2.1
2022-10-26,BQ.1.5
2022-10-27,BA.5.1.7
2022-10-18,BF.5
2022-10-27,BQ.1.22
2022-10-26,BA.5.2.1
2022-12-06,BQ.1.1.5
2022-12-05,BQ.1.1.4
2022-10-26,BA.5.1
2022-12-25,BQ.1.2
2022-12-28,BQ.1.1
2022-12-31,BQ.1.1
2022-10-29,BF.28
2022-10-30,BA.5.2
2022-11-04,BF.11
2022-10-17,BA.5.2.1
2022-10-26,BF.26
2022-10-20,BQ.1.1
2022-10-26,BQ.1.1.52
2022-10-26,BA.5.1
2022-11-07,BQ.1.1
2022-11-13,BA.5.2.25
2022-10-31,BA.5.2.1
2022-11-09,BA.5.2.44
2022-12-26,BQ.1.1
2022-10-19,BA.5.2.1
2022-10-25,BA.4.6
2022-11-03,BQ.1.14
2022-10-28,ED.2
2022-11-01,BA.5.2
2022-11-15,BA.5.2
2022-11-20,BA.5.2.14
2022-10-17,BA.5.2.1
2022-10-18,BQ.1.1.15
2022-11-17,BQ.1.1.5
2022-10-17,BQ.1.1
2022-10-17,BF.10
2022-11-06,BF.7
2022-11-07,BA.5.2.13
2022-11-14,BA.2.3.20
2022-10-24,BA.5.2.1
2022-10-31,BQ.1.1
2022-10-31,BA.5.2
2022-11-07,BE.1.2.1
2022-12-27,BQ.1.1.1
2022-10-21,BA.5.1.2
2022-10-27,BA.5.6
2022-11-03,BA.4.6
2022-10-19,BF.7
2022-10-24,BA.4.6
2022-10-30,BA.5.2.1
2022-10-28,BA.5.1.30
2022-10-28,BA.4.6
2022-10-28,BF.10
2022-12-21,BQ.1.1
2022-12-20,BQ.1.2
2022-10-18,BF.10
2022-10-17,BA.4.6
2022-10-17,BF.21
2022-10-19,BA.5.2
2022-12-31,BQ.1
2022-12-27,BQ.1.2
2022-10-17,CE.1
2022-10-17,BA.4.6
2022-10-19,BQ.1.2
2022-10-27,BA.5.2
2022-10-24,BA.4.6
2022-11-01,BA.4.6.5
2022-12-29,BA.5.2.1
2022-12-27,BQ.1.1.5
2022-12-20,BQ.1.13.1
2022-12-30,BQ.1.1.41
2022-10-24,CC.1
2022-10-19,BA.5.2.1
2022-11-04,BA.5.1.2
2022-10-20,BA.5.2.1
2022-10-31,BA.5.2
2022-11-01,BQ.1
2022-12-29,BQ.1.1
2022-10-19,BF.7
2022-10-21,BA.5.2
2022-11-07,BF.7
2022-10-29,BA.5.1.5
2022-10-28,BQ.1.1.67
2022-10-31,BF.7.16.1
2022-11-07,BA.5.2.1
2022-11-06,BQ.1.1
2022-11-07,BA.5.2.1
2022-11-13,BA.5.2.23
2022-10-23,BF.25
2022-11-17,BQ.1.1.5
2022-11-13,BF.28
2022-11-24,BF.7.6
2022-12-20,BQ.1.1
2022-12-29,BQ.1.1.41
2022-10-20,BA.5.2.1
2022-10-19,BF.7
2022-11-04,XBB.1
2022-10-26,BQ.1.1
2022-10-31,BF.7
2022-10-28,BA.5.2.1
2022-11-07,BF.10
2022-11-01,BA.5.2.1
2022-11-07,BA.5.1.12
2022-11-14,BF.7
2022-11-09,BQ.1.1
2022-11-02,BA.5.1.18
2022-11-28,BA.5.1.5
2022-12-30,BQ.1.1
2022-10-20,BQ.1
2022-10-20,BA.5.1
2022-10-25,BA.5.2.18
2022-10-19,BA.5.2.1
2022-10-25,BA.5.2.1
2022-10-18,BF.7.16
2022-10-27,BA.5.1.10
2022-10-31,BA.5.1
2022-11-06,BA.5.2
2022-11-07,CP.1
2022-11-14,BQ.1.14
2022-11-10,BA.5.2.1
2022-11-01,BA.5.2
2022-11-22,BF.7.21
2022-12-19,BA.5.1.27
2022-12-26,BQ.1.3
2022-10-16,BA.2.3.20
2022-10-16,BA.5.1.23
2022-10-20,BA.5.2.9
2022-10-24,BA.5.1
2022-10-27,BF.7.4
2022-12-30,BQ.1.1
2022-12-23,BN.1.3
2022-10-30,BA.5.2.1
2022-10-31,BQ.1.12
2022-11-14,BA.5.2.2
2022-11-07,BE.3
2022-11-14,BA.5.1.2
2022-11-02,BQ.1.13
2022-12-12,BQ.1.1.1
2022-12-19,BQ.1.1.5
2022-12-12,BQ.1.13
2022-12-20,BQ.1.3
2022-12-22,CK.1
2022-12-27,BQ.1.1
2022-12-21,BR.1
2022-10-20,BA.5.2.1
2022-10-18,BQ.1.5
2022-10-18,BQ.1
2022-10-27,BA.5.2
2022-12-31,CH.1.1.11
2022-12-30,BQ.1.1
2022-12-24,BQ.1.13.1
2022-11-04,BA.5.2.13
2022-10-19,BA.5.2.1
2022-10-24,BA.5.10.1
2022-10-30,BA.5.2.34
2022-11-01,BF.13
2022-11-02,BA.5.2.1
2022-11-21,BQ.1.12
2022-12-24,BQ.1.8
2022-12-27,BA.5.2.1
2022-10-18,BF.7
2022-10-18,BA.5.2.1
2022-11-01,BA.4.6
2022-12-22,BQ.1.2
2022-12-20,BQ.1.1
2022-10-18,BA.5.2.9
2022-12-28,BQ.1.1
2022-12-25,BQ.1.12
2022-12-27,EF.1
2022-12-31,BQ.1.1.51
2022-12-26,BQ.1.1.1
2022-12-26,BQ.1
2022-11-16,BQ.1.1.5
2022-11-28,BA.5.2
2022-12-30,BQ.1.1
2022-12-31,BQ.1.1.55
2022-12-28,BQ.1.12
2022-12-30,XBB.1.5
2022-12-26,BA.4.6
2022-12-28,BQ.1.2
2022-10-24,BA.4.6
2022-11-22,BF.7.23
2022-11-27,BA.5.2
2022-12-27,BQ.1.1
2022-11-16,BA.5.1
2022-11-20,BQ.1.12
2022-10-18,BA.5.2.1
2022-10-20,BA.5.2.1
2022-11-29,BF.7.21
2022-10-26,BA.5.1.7
2022-11-04,BE.1.1
2022-12-27,BQ.1.1
2022-12-26,BA.5.2.34
2022-11-27,BQ.1.1
2022-11-02,BA.5.2.1
2022-10-26,BA.5.1
2022-11-01,BA.5.2
2022-11-03,BQ.1.1.4
2022-10-29,BQ.1.13
2022-10-26,BA.5.1
2022-11-19,BF.7.5
2022-11-28,BA.5.2
2022-11-22,BA.4.6
2022-11-24,BF.7
2022-12-23,BQ.1
2022-10-17,BQ.1.1.40
2022-10-19,BA.5.2
2022-10-25,BQ.1.2
2022-10-24,BA.5.2.57
2022-10-17,BA.4.6
2022-10-18,BA.5.2.3
2022-10-24,BQ.1.1
2022-10-20,BE.1.2.1
2022-11-02,BF.7
2022-12-28,BQ.1
2022-12-21,ED.2
2022-12-31,BQ.1.1.10
2022-10-17,BA.5.2.1
2022-10-26,BF.7
2022-12-10,BQ.1
2022-12-19,BQ.1.1.40
2022-10-18,BF.7.4
2022-10-29,BK.1
2022-10-23,BA.5.1
2022-12-12,DR.1
2022-12-12,BQ.1
2022-12-12,BQ.1.1
2022-10-24,BA.5.1.5
2022-10-25,BA.5.2
2022-10-20,BA.5.1
2022-10-24,BQ.1.1
2022-11-01,BA.4.6
2022-10-25,BA.5.2.8
2022-10-26,BF.7.5
2022-11-07,BA.5.2.20
2022-10-28,BF.7.4
2022-10-31,BA.5.1.7
2022-11-06,BQ.1
2022-11-06,BQ.1.1
2022-10-31,BA.5.2.1
2022-11-07,BQ.1.1.40
2022-10-18,BF.7.21
2022-10-24,BQ.1.1
2022-10-24,BA.5.1
2022-10-24,BQ.1.1
2022-11-04,BA.5.1
2022-10-21,BA.5.1.5
2022-10-30,BA.5.2.1
2022-10-21,BA.5
2022-12-29,BQ.1.12
2022-12-19,BQ.1
2022-12-30,BN.1
2022-10-19,BA.5.1.23
2022-10-28,BA.5.2.1
2022-10-29,BQ.1.14
2022-11-04,BA.5.2
2022-10-29,BQ.1.2
2022-11-08,BA.5.2.2
2022-10-28,BA.5.2.9
2022-11-02,BA.5.1.22
2022-11-08,BA.4.6
2022-10-31,BA.5.2.1
2022-12-27,BQ.1.1
2022-12-21,BQ.1.2
2022-12-26,BQ.1.1.41
2022-11-27,BA.5.2.1
2022-10-18,BA.5.2.1
2022-10-18,BF.10
2022-10-27,BF.39
2022-10-24,BQ.1.1
2022-10-30,BF.7.27
2022-10-24,BK.1
2022-10-30,BF.7.27
2022-10-25,BA.5.2.34
2022-12-13,BQ.1
2022-12-12,EE.3
2022-12-15,BA.5.2.20
2022-12-09,BQ.1.1
2022-12-12,BQ.1.5
2022-12-15,BQ.1.1.35
2022-12-20,BA.5.2.6
2022-11-16,BQ.1.1.5
2022-11-24,BA.5.6
2022-11-04,BQ.1
2022-10-27,XBD
2022-10-31,BA.5.2.1
2022-10-31,BQ.1
2022-10-28,BA.5.1.5
2022-11-01,BA.5.2
2022-11-06,BE.1.2.1
2022-10-24,BA.4.6
2022-10-30,BA.4.6
2022-10-24,BA.4.6
2022-12-19,BA.5.2
2022-12-16,BE.10
2022-12-20,BF.7.23
2022-12-19,BA.5.1.27
2022-11-27,BQ.1.1.40
2022-11-20,BF.7.5
2022-12-26,BQ.1.2
2022-12-29,CH.1.1
2022-10-30,BQ.1
2022-10-24,BQ.1.1
2022-10-31,BR.1.2
2022-11-25,BQ.1.1.7
2022-11-28,BN.1.2.4
2022-10-21,BA.5.2.8
2022-11-01,BA.5.2.1
2022-10-27,BQ.1.1
2022-11-03,BA.5.1.23
2022-10-17,BA.4.6
2022-10-18,BF.10
2022-10-27,BA.5.10
2022-10-21,BA.5.2.1
2022-11-16,BF.26
2022-12-02,BA.5.2
2022-11-18,BF.11
2022-11-21,BE.1
2022-11-22,BF.7
2022-12-08,BQ.1.1
2022-12-12,BQ.1.12
2022-12-31,BQ.1.1.40
2022-10-20,BF.7
2022-10-26,BA.5.1
2022-10-22,BE.1.1
2022-11-22,BF.13
2022-10-26,BA.5.2.1
2022-11-03,BA.5.1.15
2022-11-18,BQ.1.1
2022-12-13,BQ.1.1
2022-10-19,BF.5
2022-10-19,BA.5.2.1
2022-10-27,BF.7.4
2022-10-19,BA.5.2.1
2022-11-22,BA.5.1.10
2022-11-21,BQ.1.12
2022-11-28,CM.8.1
2022-12-06,BA.5.2.13
2022-10-26,BA.5.2.1
2022-10-29,BA.5.2.34
2022-11-06,BQ.1.1
2022-11-17,BF.7.4.1
2022-12-20,BQ.1.13
2022-12-23,BQ.1.1
2022-10-18,BA.5.1
2022-10-17,BQ.1.1
2022-10-21,BF.7.5
2022-10-28,BA.5.5
2022-10-26,BF.11
2022-10-27,BA.5.2.1
2022-11-08,BA.5.2.20
2022-10-29,BQ.1.1
2022-10-17,BA.5.3.1
2022-10-20,BA.5.2
2022-10-28,BA.5.2.1
2022-10-25,BF.7
2022-11-24,BQ.1.1
2022-10-17,BY.1
2022-11-28,BW.1.1.2
2022-10-30,BQ.1.13
2022-10-27,BA.5.2.1
2022-10-24,BA.5.2.20
2022-10-21,BA.5.2
2022-10-30,BA.4.6
2022-10-26,BA.5.6
2022-10-20,BA.5.1.22
2022-10-18,BA.5.2
2022-11-22,BA.4.6
2022-11-22,BF.7.23
2022-11-27,BQ.1.1
2022-11-08,BF.5
2022-11-14,BY.1
2022-11-02,BA.5.2.1
2022-11-01,BF.7.21
2022-12-27,BQ.1.1
2022-11-25,BQ.1.1
2022-11-21,BF.7
2022-11-29,BF.7
2022-10-18,BF.7.16
2022-10-18,BA.5.2.13
2022-10-17,BQ.1.1
2022-10-24,BA.4.6
2022-10-31,EE.3
2022-10-27,BQ.1.1
2022-10-20,BF.7
2022-10-24,BQ.1.10.1
2022-10-19,BA.5.2
2022-11-04,BA.5.2
2022-10-26,BF.7.4
2022-10-24,BA.5.2.1
2022-12-26,BQ.1.3
2022-12-20,BF.13
2022-10-21,BA.5.2.1
2022-10-26,BF.10
2022-11-04,BQ.1.13
2022-11-27,BA.5.2.14
2022-12-05,BQ.1.1
2022-11-30,BA.5.2.14
2022-11-21,BQ.1.1
2022-12-19,BQ.1.1
2022-10-24,BA.5.2.1
2022-11-01,BA.4.6
2022-10-24,BA.5.2.1
2022-10-31,BA.5
2022-12-20,BQ.1.10
2022-12-20,BQ.1.1
2022-10-24,EE.3
2022-10-21,BQ.1
2022-11-04,BF.7.4
2022-10-24,BA.5.2.37
2022-10-27,BA.2.3.20
2022-10-30,BE.4
2022-10-24,BE.1.1.1
2022-11-04,BF.7.16
2022-10-27,BQ.1
2022-10-27,BQ.1.1.5
2022-10-28,BA.5.2.2
2022-11-03,BE.1.2.1
2022-10-30,BA.5.2.1
2022-10-31,BA.5.1.2
2022-10-31,BQ.1.14
2022-11-08,BF.7
2022-10-28,BQ.1.1
2022-10-27,BA.5.1
2022-11-07,BF.10
2022-11-07,BQ.1.5
2022-11-13,BQ.1.1
2022-11-07,BA.5.2.6
2022-11-08,BA.5.2.6
2022-10-31,BA.5.1.7
2022-11-04,BF.7.21
2022-11-12,BA.5.1.7
2022-11-19,BQ.1.2
2022-11-21,BA.5.1
2022-11-27,BA.5.2.34
2022-12-26,BQ.1.2
2022-12-27,BQ.1.1.67
2022-12-28,BF.7.14.6
2022-11-27,BA.5.2.1
2022-10-31,BA.5.1.18
2022-10-30,BF.7.21
2022-11-01,BA.4.6
2022-11-01,BQ.1
2022-11-20,ED.2
2022-11-21,CM.3
2022-11-21,BA.5.2.1
2022-11-19,BA.5.2.34
2022-11-20,BQ.1.12
2022-11-15,BQ.1
2022-11-22,BN.1.3
2022-12-09,BQ.1.1
2022-12-12,BQ.1.1.40
2022-12-20,BN.1
2022-12-20,BQ.1.1
2022-12-26,BQ.1.13
2022-12-17,BQ.1.22
2022-12-27,BQ.1.1
2022-11-20,BQ.1.2
2022-11-19,BQ.1
2022-11-20,BA.5.2
2022-11-19,BA.4.1.10
2022-11-21,BQ.1.1.67
2022-11-21,BQ.1.2
2022-11-21,BA.5.2
2022-11-12,BF.7.5
2022-11-23,BQ.1.1.7
2022-11-27,BQ.1.13
2022-11-25,BA.5.2
2022-11-10,BQ.1
2022-11-14,BY.1
2022-11-14,BF.7.7
2022-11-13,BA.5.2.1
2022-11-16,BF.7.23
2022-11-22,BF.13
2022-11-21,BQ.1.1
2022-12-27,BQ.1.1.5
2022-11-02,BA.5.1.10
2022-11-05,BA.5.1.22
2022-11-03,BA.5.2
2022-11-05,BA.5.2
2022-11-05,BA.5.2
2022-10-22,BA.5.2.1
2022-11-08,BA.5.2.1
2022-11-04,BA.5.3.1
2022-11-06,BF.10
2022-11-05,BN.1.5
2022-11-04,BN.1.5
2022-11-05,BA.2.75.2
2022-11-04,BA.2.75.2
2022-11-06,BA.4.6
2022-11-04,BF.7.22
2022-11-05,BQ.1
2022-11-05,BQ.1.1
2022-11-03,BQ.1.1
2022-11-04,BQ.1.1
2022-11-03,BQ.1.1
2022-11-02,BQ.1.1
2022-11-07,BQ.1.1
2022-11-05,BQ.1.1
2022-11-07,BQ.1.1
2022-11-07,BQ.1.1
2022-11-05,BQ.1
2022-11-05,BQ.1
2022-11-06,BQ.1
2022-11-07,XBB.8
2022-10-31,BF.14
2022-11-14,BA.5.1
2022-11-14,BQ.1
2022-11-14,BQ.1.1
2022-11-12,BF.7.5
2022-11-13,BQ.1.2
2022-11-13,BF.32
2022-11-12,BQ.1.1.7
2022-11-15,BQ.1.1
2022-11-13,BQ.1.1
2022-11-14,BQ.1.1.67
2022-11-15,BA.5.2.1
2022-11-12,BF.7.5
2022-11-13,BN.1.3
2022-11-15,BA.5.2.1
2022-10-24,BF.28
2022-11-04,BA.5.2.34
2022-10-31,XBD
2022-10-27,BA.4.6
2022-10-27,BA.4.6
2022-11-08,BF.7.16.1
2022-11-07,BA.4.6
2022-11-05,BQ.1
2022-11-04,BQ.1
2022-10-21,BA.5.1.18
2022-10-27,BA.5.2.1
2022-10-31,BA.4.6
2022-11-07,BA.5.2
2022-11-08,BF.7.4.1
2022-11-14,BQ.1
2022-11-14,BQ.1.1.67
2022-10-22,BA.5.1
2022-10-21,BQ.1
2022-11-09,BE.1.1
2022-11-07,BQ.1.1.40
2022-11-08,BF.7.4.1
2022-11-15,BQ.1.2
2022-11-28,BA.5.1.10
2022-11-21,BQ.1.15
2022-11-23,BF.7
2022-10-26,BA.5.2.1
2022-10-27,BF.28
2022-10-21,BA.5.2
2022-10-31,BA.4.6
2022-11-07,BQ.1.1.4
2022-11-07,BA.5.1.7
2022-11-09,BA.5.2.1
2022-11-09,BA.5.2.13
2022-10-26,BA.5.1
2022-10-24,BA.5.10
2022-10-26,BA.5.2.1
2022-12-19,BA.5.2
2022-12-19,CK.1
2022-12-20,BA.5.2.13
2022-12-19,BQ.1.1
2022-12-19,CC.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.3
2022-12-19,BQ.1
2022-12-20,BQ.1.1.40
2022-12-19,BQ.1.1.40
2022-12-19,BQ.1.1
2022-12-19,BE.1.2.1
2022-12-19,BQ.1.1.40
2022-12-19,BQ.1
2022-12-19,BF.7
2022-12-19,BF.7
2022-12-19,BF.7
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.40
2022-12-19,BQ.1.1.7
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BA.5.2.14
2022-12-19,BA.5.2.9
2022-12-19,BQ.1.1.40
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.40
2022-12-19,BQ.1.1.40
2022-12-19,BF.7
2022-12-20,BQ.1.1
2022-12-20,BF.7.23
2022-12-19,BQ.1.1.40
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.1
2022-12-19,BQ.1
2022-12-19,ED.2
2022-12-19,BQ.1.1
2022-12-19,BQ.1
2022-12-19,BF.26
2022-12-19,BQ.1.1.35
2022-12-19,BF.7.21
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,EE.3
2022-12-19,BF.7.24
2022-12-19,BQ.1.1.4
2022-12-19,BQ.1.3
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,CL.1
2022-12-19,BQ.1
2022-12-19,BQ.1.1
2022-12-20,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,EE.2
2022-12-19,BQ.1.23
2022-12-19,BQ.1
2022-12-19,BQ.1.1
2022-12-19,BF.7
2022-12-19,BQ.1.1.7
2022-12-19,BQ.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.10
2022-12-19,EE.3
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.2
2022-12-19,EE.3
2022-12-19,BQ.1.1.3
2022-12-19,EE.3
2022-12-19,BF.7.21
2022-12-20,BQ.1.1.40
2022-12-19,DB.1
2022-12-20,BQ.1.1
2022-12-19,BA.5.2.54
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.18
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,EE.3
2022-12-19,BQ.1.1
2022-12-19,BR.1.2
2022-12-26,BQ.1
