lineage,parent,children
B.1.1.529,B.1.1,DV.7.1.2
B.1.1,B.1,DV.7.1.2
B.1,B,DV.7.1.2
B,NA,DV.7.1.2
JV.1,DV.7.1.2,JV.1
DV.7.1.2,DV.7.1,JV.1
DV.7.1,DV.7,JV.1
DV.7,CH.1.1.1,JV.1
CH.1.1.1,CH.1.1,JV.1
CH.1.1,CH.1,JV.1
CH.1,BM.4.1.1,JV.1
BM.4.1.1,BM.4.1,JV.1
BM.4.1,BM.4,JV.1
BM.4,BA.2.75.3,JV.1
BA.2.75.3,BA.2.75,JV.1
BA.2.75,BA.2,JV.1
BA.2,B.1.1.529,JV.1
B.1.1.529,B.1.1,JV.1
B.1.1,B.1,JV.1
B.1,B,JV.1
B,NA,JV.1
JV.2,DV.7.1.2,JV.2
DV.7.1.2,DV.7.1,JV.2
DV.7.1,DV.7,JV.2
DV.7,CH.1.1.1,JV.2
CH.1.1.1,CH.1.1,JV.2
CH.1.1,CH.1,JV.2
CH.1,BM.4.1.1,JV.2
BM.4.1.1,BM.4.1,JV.2
BM.4.1,BM.4,JV.2
BM.4,BA.2.75.3,JV.2
BA.2.75.3,BA.2.75,JV.2
BA.2.75,BA.2,JV.2
BA.2,B.1.1.529,JV.2
B.1.1.529,B.1.1,JV.2
B.1.1,B.1,JV.2
B.1,B,JV.2
B,NA,JV.2
DV.7.1.3,DV.7.1,DV.7.1.3
DV.7.1,DV.7,DV.7.1.3
DV.7,CH.1.1.1,DV.7.1.3
CH.1.1.1,CH.1.1,DV.7.1.3
CH.1.1,CH.1,DV.7.1.3
CH.1,BM.4.1.1,DV.7.1.3
BM.4.1.1,BM.4.1,DV.7.1.3
BM.4.1,BM.4,DV.7.1.3
BM.4,BA.2.75.3,DV.7.1.3
BA.2.75.3,BA.2.75,DV.7.1.3
BA.2.75,BA.2,DV.7.1.3
BA.2,B.1.1.529,DV.7.1.3
B.1.1.529,B.1.1,DV.7.1.3
B.1.1,B.1,DV.7.1.3
B.1,B,DV.7.1.3
B,NA,DV.7.1.3
DV.7.1.4,DV.7.1,DV.7.1.4
DV.7.1,DV.7,DV.7.1.4
DV.7,CH.1.1.1,DV.7.1.4
CH.1.1.1,CH.1.1,DV.7.1.4
CH.1.1,CH.1,DV.7.1.4
CH.1,BM.4.1.1,DV.7.1.4
BM.4.1.1,BM.4.1,DV.7.1.4
BM.4.1,BM.4,DV.7.1.4
BM.4,BA.2.75.3,DV.7.1.4
BA.2.75.3,BA.2.75,DV.7.1.4
BA.2.75,BA.2,DV.7.1.4
BA.2,B.1.1.529,DV.7.1.4
B.1.1.529,B.1.1,DV.7.1.4
B.1.1,B.1,DV.7.1.4
B.1,B,DV.7.1.4
B,NA,DV.7.1.4
DV.7.1.5,DV.7.1,DV.7.1.5
DV.7.1,DV.7,DV.7.1.5
DV.7,CH.1.1.1,DV.7.1.5
CH.1.1.1,CH.1.1,DV.7.1.5
CH.1.1,CH.1,DV.7.1.5
CH.1,BM.4.1.1,DV.7.1.5
BM.4.1.1,BM.4.1,DV.7.1.5
BM.4.1,BM.4,DV.7.1.5
BM.4,BA.2.75.3,DV.7.1.5
BA.2.75.3,BA.2.75,DV.7.1.5
BA.2.75,BA.2,DV.7.1.5
BA.2,B.1.1.529,DV.7.1.5
B.1.1.529,B.1.1,DV.7.1.5
B.1.1,B.1,DV.7.1.5
B.1,B,DV.7.1.5
B,NA,DV.7.1.5
KG.1,DV.7.1.5,KG.1
DV.7.1.5,DV.7.1,KG.1
DV.7.1,DV.7,KG.1
DV.7,CH.1.1.1,KG.1
CH.1.1.1,CH.1.1,KG.1
CH.1.1,CH.1,KG.1
CH.1,BM.4.1.1,KG.1
BM.4.1.1,BM.4.1,KG.1
BM.4.1,BM.4,KG.1
BM.4,BA.2.75.3,KG.1
BA.2.75.3,BA.2.75,KG.1
BA.2.75,BA.2,KG.1
BA.2,B.1.1.529,KG.1
B.1.1.529,B.1.1,KG.1
B.1.1,B.1,KG.1
B.1,B,KG.1
B,NA,KG.1
KG.2,DV.7.1.5,KG.2
DV.7.1.5,DV.7.1,KG.2
DV.7.1,DV.7,KG.2
DV.7,CH.1.1.1,KG.2
CH.1.1.1,CH.1.1,KG.2
CH.1.1,CH.1,KG.2
CH.1,BM.4.1.1,KG.2
BM.4.1.1,BM.4.1,KG.2
BM.4.1,BM.4,KG.2
BM.4,BA.2.75.3,KG.2
BA.2.75.3,BA.2.75,KG.2
BA.2.75,BA.2,KG.2
BA.2,B.1.1.529,KG.2
B.1.1.529,B.1.1,KG.2
B.1.1,B.1,KG.2
B.1,B,KG.2
B,NA,KG.2
DV.7.1.6,DV.7.1,DV.7.1.6
DV.7.1,DV.7,DV.7.1.6
DV.7,CH.1.1.1,DV.7.1.6
CH.1.1.1,CH.1.1,DV.7.1.6
CH.1.1,CH.1,DV.7.1.6
CH.1,BM.4.1.1,DV.7.1.6
BM.4.1.1,BM.4.1,DV.7.1.6
BM.4.1,BM.4,DV.7.1.6
BM.4,BA.2.75.3,DV.7.1.6
BA.2.75.3,BA.2.75,DV.7.1.6
BA.2.75,BA.2,DV.7.1.6
BA.2,B.1.1.529,DV.7.1.6
B.1.1.529,B.1.1,DV.7.1.6
B.1.1,B.1,DV.7.1.6
B.1,B,DV.7.1.6
B,NA,DV.7.1.6
DV.7.1.7,DV.7.1,DV.7.1.7
DV.7.1,DV.7,DV.7.1.7
DV.7,CH.1.1.1,DV.7.1.7
CH.1.1.1,CH.1.1,DV.7.1.7
CH.1.1,CH.1,DV.7.1.7
CH.1,BM.4.1.1,DV.7.1.7
BM.4.1.1,BM.4.1,DV.7.1.7
BM.4.1,BM.4,DV.7.1.7
BM.4,BA.2.75.3,DV.7.1.7
BA.2.75.3,BA.2.75,DV.7.1.7
BA.2.75,BA.2,DV.7.1.7
BA.2,B.1.1.529,DV.7.1.7
B.1.1.529,B.1.1,DV.7.1.7
B.1.1,B.1,DV.7.1.7
B.1,B,DV.7.1.7
B,NA,DV.7.1.7
DV.7.1.8,DV.7.1,DV.7.1.8
DV.7.1,DV.7,DV.7.1.8
DV.7,CH.1.1.1,DV.7.1.8
CH.1.1.1,CH.1.1,DV.7.1.8
CH.1.1,CH.1,DV.7.1.8
CH.1,BM.4.1.1,DV.7.1.8
BM.4.1.1,BM.4.1,DV.7.1.8
BM.4.1,BM.4,DV.7.1.8
BM.4,BA.2.75.3,DV.7.1.8
BA.2.75.3,BA.2.75,DV.7.1.8
BA.2.75,BA.2,DV.7.1.8
BA.2,B.1.1.529,DV.7.1.8
B.1.1.529,B.1.1,DV.7.1.8
B.1.1,B.1,DV.7.1.8
B.1,B,DV.7.1.8
B,NA,DV.7.1.8
DV.7.1.9,DV.7.1,DV.7.1.9
DV.7.1,DV.7,DV.7.1.9
DV.7,CH.1.1.1,DV.7.1.9
CH.1.1.1,CH.1.1,DV.7.1.9
CH.1.1,CH.1,DV.7.1.9
CH.1,BM.4.1.1,DV.7.1.9
BM.4.1.1,BM.4.1,DV.7.1.9
BM.4.1,BM.4,DV.7.1.9
BM.4,BA.2.75.3,DV.7.1.9
BA.2.75.3,BA.2.75,DV.7.1.9
BA.2.75,BA.2,DV.7.1.9
BA.2,B.1.1.529,DV.7.1.9
B.1.1.529,B.1.1,DV.7.1.9
B.1.1,B.1,DV.7.1.9
B.1,B,DV.7.1.9
B,NA,DV.7.1.9
DV.7.2,DV.7,DV.7.2
DV.7,CH.1.1.1,DV.7.2
CH.1.1.1,CH.1.1,DV.7.2
CH.1.1,CH.1,DV.7.2
CH.1,BM.4.1.1,DV.7.2
BM.4.1.1,BM.4.1,DV.7.2
BM.4.1,BM.4,DV.7.2
BM.4,BA.2.75.3,DV.7.2
BA.2.75.3,BA.2.75,DV.7.2
BA.2.75,BA.2,DV.7.2
BA.2,B.1.1.529,DV.7.2
B.1.1.529,B.1.1,DV.7.2
B.1.1,B.1,DV.7.2
B.1,B,DV.7.2
B,NA,DV.7.2
DV.8,CH.1.1.1,DV.8
CH.1.1.1,CH.1.1,DV.8
CH.1.1,CH.1,DV.8
CH.1,BM.4.1.1,DV.8
BM.4.1.1,BM.4.1,DV.8
BM.4.1,BM.4,DV.8
BM.4,BA.2.75.3,DV.8
BA.2.75.3,BA.2.75,DV.8
BA.2.75,BA.2,DV.8
BA.2,B.1.1.529,DV.8
B.1.1.529,B.1.1,DV.8
B.1.1,B.1,DV.8
B.1,B,DV.8
B,NA,DV.8
CH.1.1.2,CH.1.1,CH.1.1.2
CH.1.1,CH.1,CH.1.1.2
CH.1,BM.4.1.1,CH.1.1.2
BM.4.1.1,BM.4.1,CH.1.1.2
BM.4.1,BM.4,CH.1.1.2
BM.4,BA.2.75.3,CH.1.1.2
BA.2.75.3,BA.2.75,CH.1.1.2
BA.2.75,BA.2,CH.1.1.2
BA.2,B.1.1.529,CH.1.1.2
B.1.1.529,B.1.1,CH.1.1.2
B.1.1,B.1,CH.1.1.2
B.1,B,CH.1.1.2
B,NA,CH.1.1.2
CH.1.1.3,CH.1.1,CH.1.1.3
CH.1.1,CH.1,CH.1.1.3
CH.1,BM.4.1.1,CH.1.1.3
BM.4.1.1,BM.4.1,CH.1.1.3
BM.4.1,BM.4,CH.1.1.3
BM.4,BA.2.75.3,CH.1.1.3
BA.2.75.3,BA.2.75,CH.1.1.3
BA.2.75,BA.2,CH.1.1.3
BA.2,B.1.1.529,CH.1.1.3
B.1.1.529,B.1.1,CH.1.1.3
B.1.1,B.1,CH.1.1.3
B.1,B,CH.1.1.3
B,NA,CH.1.1.3
GQ.1,CH.1.1.3,GQ.1
CH.1.1.3,CH.1.1,GQ.1
CH.1.1,CH.1,GQ.1
CH.1,BM.4.1.1,GQ.1
BM.4.1.1,BM.4.1,GQ.1
BM.4.1,BM.4,GQ.1
BM.4,BA.2.75.3,GQ.1
BA.2.75.3,BA.2.75,GQ.1
BA.2.75,BA.2,GQ.1
BA.2,B.1.1.529,GQ.1
B.1.1.529,B.1.1,GQ.1
B.1.1,B.1,GQ.1
B.1,B,GQ.1
B,NA,GQ.1
GQ.1.1,GQ.1,GQ.1.1
GQ.1,CH.1.1.3,GQ.1.1
CH.1.1.3,CH.1.1,GQ.1.1
CH.1.1,CH.1,GQ.1.1
CH.1,BM.4.1.1,GQ.1.1
BM.4.1.1,BM.4.1,GQ.1.1
BM.4.1,BM.4,GQ.1.1
BM.4,BA.2.75.3,GQ.1.1
BA.2.75.3,BA.2.75,GQ.1.1
BA.2.75,BA.2,GQ.1.1
BA.2,B.1.1.529,GQ.1.1
B.1.1.529,B.1.1,GQ.1.1
B.1.1,B.1,GQ.1.1
B.1,B,GQ.1.1
B,NA,GQ.1.1
CH.1.1.4,CH.1.1,CH.1.1.4
CH.1.1,CH.1,CH.1.1.4
CH.1,BM.4.1.1,CH.1.1.4
BM.4.1.1,BM.4.1,CH.1.1.4
BM.4.1,BM.4,CH.1.1.4
BM.4,BA.2.75.3,CH.1.1.4
BA.2.75.3,BA.2.75,CH.1.1.4
BA.2.75,BA.2,CH.1.1.4
BA.2,B.1.1.529,CH.1.1.4
B.1.1.529,B.1.1,CH.1.1.4
B.1.1,B.1,CH.1.1.4
B.1,B,CH.1.1.4
B,NA,CH.1.1.4
CH.1.1.5,CH.1.1,CH.1.1.5
CH.1.1,CH.1,CH.1.1.5
CH.1,BM.4.1.1,CH.1.1.5
BM.4.1.1,BM.4.1,CH.1.1.5
BM.4.1,BM.4,CH.1.1.5
BM.4,BA.2.75.3,CH.1.1.5
BA.2.75.3,BA.2.75,CH.1.1.5
BA.2.75,BA.2,CH.1.1.5
BA.2,B.1.1.529,CH.1.1.5
B.1.1.529,B.1.1,CH.1.1.5
B.1.1,B.1,CH.1.1.5
B.1,B,CH.1.1.5
B,NA,CH.1.1.5
CH.1.1.6,CH.1.1,CH.1.1.6
CH.1.1,CH.1,CH.1.1.6
CH.1,BM.4.1.1,CH.1.1.6
BM.4.1.1,BM.4.1,CH.1.1.6
BM.4.1,BM.4,CH.1.1.6
BM.4,BA.2.75.3,CH.1.1.6
BA.2.75.3,BA.2.75,CH.1.1.6
BA.2.75,BA.2,CH.1.1.6
BA.2,B.1.1.529,CH.1.1.6
B.1.1.529,B.1.1,CH.1.1.6
B.1.1,B.1,CH.1.1.6
B.1,B,CH.1.1.6
B,NA,CH.1.1.6
CH.1.1.7,CH.1.1,CH.1.1.7
CH.1.1,CH.1,CH.1.1.7
CH.1,BM.4.1.1,CH.1.1.7
BM.4.1.1,BM.4.1,CH.1.1.7
BM.4.1,BM.4,CH.1.1.7
BM.4,BA.2.75.3,CH.1.1.7
BA.2.75.3,BA.2.75,CH.1.1.7
BA.2.75,BA.2,CH.1.1.7
BA.2,B.1.1.529,CH.1.1.7
B.1.1.529,B.1.1,CH.1.1.7
B.1.1,B.1,CH.1.1.7
B.1,B,CH.1.1.7
B,NA,CH.1.1.7
CH.1.1.8,CH.1.1,CH.1.1.8
CH.1.1,CH.1,CH.1.1.8
CH.1,BM.4.1.1,CH.1.1.8
BM.4.1.1,BM.4.1,CH.1.1.8
BM.4.1,BM.4,CH.1.1.8
BM.4,BA.2.75.3,CH.1.1.8
BA.2.75.3,BA.2.75,CH.1.1.8
BA.2.75,BA.2,CH.1.1.8
BA.2,B.1.1.529,CH.1.1.8
B.1.1.529,B.1.1,CH.1.1.8
B.1.1,B.1,CH.1.1.8
B.1,B,CH.1.1.8
B,NA,CH.1.1.8
CH.1.1.9,CH.1.1,CH.1.1.9
CH.1.1,CH.1,CH.1.1.9
CH.1,BM.4.1.1,CH.1.1.9
BM.4.1.1,BM.4.1,CH.1.1.9
BM.4.1,BM.4,CH.1.1.9
BM.4,BA.2.75.3,CH.1.1.9
BA.2.75.3,BA.2.75,CH.1.1.9
BA.2.75,BA.2,CH.1.1.9
BA.2,B.1.1.529,CH.1.1.9
B.1.1.529,B.1.1,CH.1.1.9
B.1.1,B.1,CH.1.1.9
B.1,B,CH.1.1.9
B,NA,CH.1.1.9
CH.1.1.10,CH.1.1,CH.1.1.10
CH.1.1,CH.1,CH.1.1.10
CH.1,BM.4.1.1,CH.1.1.10
BM.4.1.1,BM.4.1,CH.1.1.10
BM.4.1,BM.4,CH.1.1.10
BM.4,BA.2.75.3,CH.1.1.10
BA.2.75.3,BA.2.75,CH.1.1.10
BA.2.75,BA.2,CH.1.1.10
BA.2,B.1.1.529,CH.1.1.10
B.1.1.529,B.1.1,CH.1.1.10
B.1.1,B.1,CH.1.1.10
B.1,B,CH.1.1.10
B,NA,CH.1.1.10
CH.1.1.11,CH.1.1,CH.1.1.11
CH.1.1,CH.1,CH.1.1.11
CH.1,BM.4.1.1,CH.1.1.11
BM.4.1.1,BM.4.1,CH.1.1.11
BM.4.1,BM.4,CH.1.1.11
BM.4,BA.2.75.3,CH.1.1.11
BA.2.75.3,BA.2.75,CH.1.1.11
BA.2.75,BA.2,CH.1.1.11
BA.2,B.1.1.529,CH.1.1.11
B.1.1.529,B.1.1,CH.1.1.11
B.1.1,B.1,CH.1.1.11
B.1,B,CH.1.1.11
B,NA,CH.1.1.11
GP.1,CH.1.1.11,GP.1
CH.1.1.11,CH.1.1,GP.1
CH.1.1,CH.1,GP.1
CH.1,BM.4.1.1,GP.1
BM.4.1.1,BM.4.1,GP.1
BM.4.1,BM.4,GP.1
BM.4,BA.2.75.3,GP.1
BA.2.75.3,BA.2.75,GP.1
BA.2.75,BA.2,GP.1
BA.2,B.1.1.529,GP.1
B.1.1.529,B.1.1,GP.1
B.1.1,B.1,GP.1
B.1,B,GP.1
B,NA,GP.1
GP.2,CH.1.1.11,GP.2
CH.1.1.11,CH.1.1,GP.2
CH.1.1,CH.1,GP.2
CH.1,BM.4.1.1,GP.2
BM.4.1.1,BM.4.1,GP.2
BM.4.1,BM.4,GP.2
BM.4,BA.2.75.3,GP.2
BA.2.75.3,BA.2.75,GP.2
BA.2.75,BA.2,GP.2
BA.2,B.1.1.529,GP.2
B.1.1.529,B.1.1,GP.2
B.1.1,B.1,GP.2
B.1,B,GP.2
B,NA,GP.2
GP.3,CH.1.1.11,GP.3
CH.1.1.11,CH.1.1,GP.3
CH.1.1,CH.1,GP.3
CH.1,BM.4.1.1,GP.3
BM.4.1.1,BM.4.1,GP.3
BM.4.1,BM.4,GP.3
BM.4,BA.2.75.3,GP.3
BA.2.75.3,BA.2.75,GP.3
BA.2.75,BA.2,GP.3
BA.2,B.1.1.529,GP.3
B.1.1.529,B.1.1,GP.3
B.1.1,B.1,GP.3
B.1,B,GP.3
B,NA,GP.3
CH.1.1.12,CH.1.1,CH.1.1.12
CH.1.1,CH.1,CH.1.1.12
CH.1,BM.4.1.1,CH.1.1.12
BM.4.1.1,BM.4.1,CH.1.1.12
BM.4.1,BM.4,CH.1.1.12
BM.4,BA.2.75.3,CH.1.1.12
BA.2.75.3,BA.2.75,CH.1.1.12
BA.2.75,BA.2,CH.1.1.12
BA.2,B.1.1.529,CH.1.1.12
B.1.1.529,B.1.1,CH.1.1.12
B.1.1,B.1,CH.1.1.12
B.1,B,CH.1.1.12
B,NA,CH.1.1.12
FS.1,CH.1.1.12,FS.1
CH.1.1.12,CH.1.1,FS.1
CH.1.1,CH.1,FS.1
CH.1,BM.4.1.1,FS.1
BM.4.1.1,BM.4.1,FS.1
BM.4.1,BM.4,FS.1
BM.4,BA.2.75.3,FS.1
BA.2.75.3,BA.2.75,FS.1
BA.2.75,BA.2,FS.1
BA.2,B.1.1.529,FS.1
B.1.1.529,B.1.1,FS.1
B.1.1,B.1,FS.1
B.1,B,FS.1
B,NA,FS.1
CH.1.1.13,CH.1.1,CH.1.1.13
CH.1.1,CH.1,CH.1.1.13
CH.1,BM.4.1.1,CH.1.1.13
BM.4.1.1,BM.4.1,CH.1.1.13
BM.4.1,BM.4,CH.1.1.13
BM.4,BA.2.75.3,CH.1.1.13
BA.2.75.3,BA.2.75,CH.1.1.13
BA.2.75,BA.2,CH.1.1.13
BA.2,B.1.1.529,CH.1.1.13
B.1.1.529,B.1.1,CH.1.1.13
B.1.1,B.1,CH.1.1.13
B.1,B,CH.1.1.13
B,NA,CH.1.1.13
CH.1.1.14,CH.1.1,CH.1.1.14
CH.1.1,CH.1,CH.1.1.14
CH.1,BM.4.1.1,CH.1.1.14
BM.4.1.1,BM.4.1,CH.1.1.14
BM.4.1,BM.4,CH.1.1.14
BM.4,BA.2.75.3,CH.1.1.14
BA.2.75.3,BA.2.75,CH.1.1.14
BA.2.75,BA.2,CH.1.1.14
BA.2,B.1.1.529,CH.1.1.14
B.1.1.529,B.1.1,CH.1.1.14
B.1.1,B.1,CH.1.1.14
B.1,B,CH.1.1.14
B,NA,CH.1.1.14
CH.1.1.15,CH.1.1,CH.1.1.15
CH.1.1,CH.1,CH.1.1.15
CH.1,BM.4.1.1,CH.1.1.15
BM.4.1.1,BM.4.1,CH.1.1.15
BM.4.1,BM.4,CH.1.1.15
BM.4,BA.2.75.3,CH.1.1.15
BA.2.75.3,BA.2.75,CH.1.1.15
BA.2.75,BA.2,CH.1.1.15
BA.2,B.1.1.529,CH.1.1.15
B.1.1.529,B.1.1,CH.1.1.15
B.1.1,B.1,CH.1.1.15
B.1,B,CH.1.1.15
B,NA,CH.1.1.15
CH.1.1.16,CH.1.1,CH.1.1.16
CH.1.1,CH.1,CH.1.1.16
CH.1,BM.4.1.1,CH.1.1.16
BM.4.1.1,BM.4.1,CH.1.1.16
BM.4.1,BM.4,CH.1.1.16
BM.4,BA.2.75.3,CH.1.1.16
BA.2.75.3,BA.2.75,CH.1.1.16
BA.2.75,BA.2,CH.1.1.16
BA.2,B.1.1.529,CH.1.1.16
B.1.1.529,B.1.1,CH.1.1.16
B.1.1,B.1,CH.1.1.16
B.1,B,CH.1.1.16
B,NA,CH.1.1.16
CH.1.1.17,CH.1.1,CH.1.1.17
CH.1.1,CH.1,CH.1.1.17
CH.1,BM.4.1.1,CH.1.1.17
BM.4.1.1,BM.4.1,CH.1.1.17
BM.4.1,BM.4,CH.1.1.17
BM.4,BA.2.75.3,CH.1.1.17
BA.2.75.3,BA.2.75,CH.1.1.17
BA.2.75,BA.2,CH.1.1.17
BA.2,B.1.1.529,CH.1.1.17
B.1.1.529,B.1.1,CH.1.1.17
B.1.1,B.1,CH.1.1.17
B.1,B,CH.1.1.17
B,NA,CH.1.1.17
FK.1,CH.1.1.17,FK.1
CH.1.1.17,CH.1.1,FK.1
CH.1.1,CH.1,FK.1
CH.1,BM.4.1.1,FK.1
BM.4.1.1,BM.4.1,FK.1
BM.4.1,BM.4,FK.1
BM.4,BA.2.75.3,FK.1
BA.2.75.3,BA.2.75,FK.1
BA.2.75,BA.2,FK.1
BA.2,B.1.1.529,FK.1
B.1.1.529,B.1.1,FK.1
B.1.1,B.1,FK.1
B.1,B,FK.1
B,NA,FK.1
FK.1.1,FK.1,FK.1.1
FK.1,CH.1.1.17,FK.1.1
CH.1.1.17,CH.1.1,FK.1.1
CH.1.1,CH.1,FK.1.1
CH.1,BM.4.1.1,FK.1.1
BM.4.1.1,BM.4.1,FK.1.1
BM.4.1,BM.4,FK.1.1
BM.4,BA.2.75.3,FK.1.1
BA.2.75.3,BA.2.75,FK.1.1
BA.2.75,BA.2,FK.1.1
BA.2,B.1.1.529,FK.1.1
B.1.1.529,B.1.1,FK.1.1
B.1.1,B.1,FK.1.1
B.1,B,FK.1.1
B,NA,FK.1.1
FK.1.1.1,FK.1.1,FK.1.1.1
FK.1.1,FK.1,FK.1.1.1
FK.1,CH.1.1.17,FK.1.1.1
CH.1.1.17,CH.1.1,FK.1.1.1
CH.1.1,CH.1,FK.1.1.1
CH.1,BM.4.1.1,FK.1.1.1
BM.4.1.1,BM.4.1,FK.1.1.1
BM.4.1,BM.4,FK.1.1.1
BM.4,BA.2.75.3,FK.1.1.1
BA.2.75.3,BA.2.75,FK.1.1.1
BA.2.75,BA.2,FK.1.1.1
BA.2,B.1.1.529,FK.1.1.1
B.1.1.529,B.1.1,FK.1.1.1
B.1.1,B.1,FK.1.1.1
B.1,B,FK.1.1.1
B,NA,FK.1.1.1
FK.1.1.2,FK.1.1,FK.1.1.2
FK.1.1,FK.1,FK.1.1.2
FK.1,CH.1.1.17,FK.1.1.2
CH.1.1.17,CH.1.1,FK.1.1.2
CH.1.1,CH.1,FK.1.1.2
CH.1,BM.4.1.1,FK.1.1.2
BM.4.1.1,BM.4.1,FK.1.1.2
BM.4.1,BM.4,FK.1.1.2
BM.4,BA.2.75.3,FK.1.1.2
BA.2.75.3,BA.2.75,FK.1.1.2
BA.2.75,BA.2,FK.1.1.2
BA.2,B.1.1.529,FK.1.1.2
B.1.1.529,B.1.1,FK.1.1.2
B.1.1,B.1,FK.1.1.2
B.1,B,FK.1.1.2
B,NA,FK.1.1.2
FK.1.2,FK.1,FK.1.2
FK.1,CH.1.1.17,FK.1.2
CH.1.1.17,CH.1.1,FK.1.2
CH.1.1,CH.1,FK.1.2
CH.1,BM.4.1.1,FK.1.2
BM.4.1.1,BM.4.1,FK.1.2
BM.4.1,BM.4,FK.1.2
BM.4,BA.2.75.3,FK.1.2
BA.2.75.3,BA.2.75,FK.1.2
BA.2.75,BA.2,FK.1.2
BA.2,B.1.1.529,FK.1.2
B.1.1.529,B.1.1,FK.1.2
B.1.1,B.1,FK.1.2
B.1,B,FK.1.2
B,NA,FK.1.2
FK.1.2.1,FK.1.2,FK.1.2.1
FK.1.2,FK.1,FK.1.2.1
FK.1,CH.1.1.17,FK.1.2.1
CH.1.1.17,CH.1.1,FK.1.2.1
CH.1.1,CH.1,FK.1.2.1
CH.1,BM.4.1.1,FK.1.2.1
BM.4.1.1,BM.4.1,FK.1.2.1
BM.4.1,BM.4,FK.1.2.1
BM.4,BA.2.75.3,FK.1.2.1
BA.2.75.3,BA.2.75,FK.1.2.1
BA.2.75,BA.2,FK.1.2.1
BA.2,B.1.1.529,FK.1.2.1
B.1.1.529,B.1.1,FK.1.2.1
B.1.1,B.1,FK.1.2.1
B.1,B,FK.1.2.1
B,NA,FK.1.2.1
FK.1.2.2,FK.1.2,FK.1.2.2
FK.1.2,FK.1,FK.1.2.2
FK.1,CH.1.1.17,FK.1.2.2
CH.1.1.17,CH.1.1,FK.1.2.2
CH.1.1,CH.1,FK.1.2.2
CH.1,BM.4.1.1,FK.1.2.2
BM.4.1.1,BM.4.1,FK.1.2.2
BM.4.1,BM.4,FK.1.2.2
BM.4,BA.2.75.3,FK.1.2.2
BA.2.75.3,BA.2.75,FK.1.2.2
BA.2.75,BA.2,FK.1.2.2
BA.2,B.1.1.529,FK.1.2.2
B.1.1.529,B.1.1,FK.1.2.2
B.1.1,B.1,FK.1.2.2
B.1,B,FK.1.2.2
B,NA,FK.1.2.2
FK.1.3,FK.1,FK.1.3
FK.1,CH.1.1.17,FK.1.3
CH.1.1.17,CH.1.1,FK.1.3
CH.1.1,CH.1,FK.1.3
CH.1,BM.4.1.1,FK.1.3
BM.4.1.1,BM.4.1,FK.1.3
BM.4.1,BM.4,FK.1.3
BM.4,BA.2.75.3,FK.1.3
BA.2.75.3,BA.2.75,FK.1.3
BA.2.75,BA.2,FK.1.3
BA.2,B.1.1.529,FK.1.3
B.1.1.529,B.1.1,FK.1.3
B.1.1,B.1,FK.1.3
B.1,B,FK.1.3
B,NA,FK.1.3
FK.1.3.1,FK.1.3,FK.1.3.1
FK.1.3,FK.1,FK.1.3.1
FK.1,CH.1.1.17,FK.1.3.1
CH.1.1.17,CH.1.1,FK.1.3.1
CH.1.1,CH.1,FK.1.3.1
CH.1,BM.4.1.1,FK.1.3.1
BM.4.1.1,BM.4.1,FK.1.3.1
BM.4.1,BM.4,FK.1.3.1
BM.4,BA.2.75.3,FK.1.3.1
BA.2.75.3,BA.2.75,FK.1.3.1
BA.2.75,BA.2,FK.1.3.1
BA.2,B.1.1.529,FK.1.3.1
B.1.1.529,B.1.1,FK.1.3.1
B.1.1,B.1,FK.1.3.1
B.1,B,FK.1.3.1
B,NA,FK.1.3.1
FK.1.3.2,FK.1.3,FK.1.3.2
FK.1.3,FK.1,FK.1.3.2
FK.1,CH.1.1.17,FK.1.3.2
CH.1.1.17,CH.1.1,FK.1.3.2
CH.1.1,CH.1,FK.1.3.2
CH.1,BM.4.1.1,FK.1.3.2
BM.4.1.1,BM.4.1,FK.1.3.2
BM.4.1,BM.4,FK.1.3.2
BM.4,BA.2.75.3,FK.1.3.2
BA.2.75.3,BA.2.75,FK.1.3.2
BA.2.75,BA.2,FK.1.3.2
BA.2,B.1.1.529,FK.1.3.2
B.1.1.529,B.1.1,FK.1.3.2
B.1.1,B.1,FK.1.3.2
B.1,B,FK.1.3.2
B,NA,FK.1.3.2
JL.1,FK.1.3.2,JL.1
FK.1.3.2,FK.1.3,JL.1
FK.1.3,FK.1,JL.1
FK.1,CH.1.1.17,JL.1
CH.1.1.17,CH.1.1,JL.1
CH.1.1,CH.1,JL.1
CH.1,BM.4.1.1,JL.1
BM.4.1.1,BM.4.1,JL.1
BM.4.1,BM.4,JL.1
BM.4,BA.2.75.3,JL.1
BA.2.75.3,BA.2.75,JL.1
BA.2.75,BA.2,JL.1
BA.2,B.1.1.529,JL.1
B.1.1.529,B.1.1,JL.1
B.1.1,B.1,JL.1
B.1,B,JL.1
B,NA,JL.1
FK.1.4,FK.1,FK.1.4
FK.1,CH.1.1.17,FK.1.4
CH.1.1.17,CH.1.1,FK.1.4
CH.1.1,CH.1,FK.1.4
CH.1,BM.4.1.1,FK.1.4
BM.4.1.1,BM.4.1,FK.1.4
BM.4.1,BM.4,FK.1.4
BM.4,BA.2.75.3,FK.1.4
BA.2.75.3,BA.2.75,FK.1.4
BA.2.75,BA.2,FK.1.4
BA.2,B.1.1.529,FK.1.4
B.1.1.529,B.1.1,FK.1.4
B.1.1,B.1,FK.1.4
B.1,B,FK.1.4
