lineage,parent,children
B.1.1.529,B.1.1,EF.1.1
B.1.1,B.1,EF.1.1
B.1,B,EF.1.1
B,NA,EF.1.1
EF.1.1.1,EF.1.1,EF.1.1.1
EF.1.1,EF.1,EF.1.1.1
EF.1,BQ.1.1.13,EF.1.1.1
BQ.1.1.13,BQ.1.1,EF.1.1.1
BQ.1.1,BQ.1,EF.1.1.1
BQ.1,BE.1.1.1,EF.1.1.1
BE.1.1.1,BE.1.1,EF.1.1.1
BE.1.1,BE.1,EF.1.1.1
BE.1,BA.5.3.1,EF.1.1.1
BA.5.3.1,BA.5.3,EF.1.1.1
BA.5.3,BA.5,EF.1.1.1
BA.5,B.1.1.529,EF.1.1.1
B.1.1.529,B.1.1,EF.1.1.1
B.1.1,B.1,EF.1.1.1
B.1,B,EF.1.1.1
B,NA,EF.1.1.1
EY.1,EF.1.1.1,EY.1
EF.1.1.1,EF.1.1,EY.1
EF.1.1,EF.1,EY.1
EF.1,BQ.1.1.13,EY.1
BQ.1.1.13,BQ.1.1,EY.1
BQ.1.1,BQ.1,EY.1
BQ.1,BE.1.1.1,EY.1
BE.1.1.1,BE.1.1,EY.1
BE.1.1,BE.1,EY.1
BE.1,BA.5.3.1,EY.1
BA.5.3.1,BA.5.3,EY.1
BA.5.3,BA.5,EY.1
BA.5,B.1.1.529,EY.1
B.1.1.529,B.1.1,EY.1
B.1.1,B.1,EY.1
B.1,B,EY.1
B,NA,EY.1
EF.1.2,EF.1,EF.1.2
EF.1,BQ.1.1.13,EF.1.2
BQ.1.1.13,BQ.1.1,EF.1.2
BQ.1.1,BQ.1,EF.1.2
BQ.1,BE.1.1.1,EF.1.2
BE.1.1.1,BE.1.1,EF.1.2
BE.1.1,BE.1,EF.1.2
BE.1,BA.5.3.1,EF.1.2
BA.5.3.1,BA.5.3,EF.1.2
BA.5.3,BA.5,EF.1.2
BA.5,B.1.1.529,EF.1.2
B.1.1.529,B.1.1,EF.1.2
B.1.1,B.1,EF.1.2
B.1,B,EF.1.2
B,NA,EF.1.2
EF.1.3,EF.1,EF.1.3
EF.1,BQ.1.1.13,EF.1.3
BQ.1.1.13,BQ.1.1,EF.1.3
BQ.1.1,BQ.1,EF.1.3
BQ.1,BE.1.1.1,EF.1.3
BE.1.1.1,BE.1.1,EF.1.3
BE.1.1,BE.1,EF.1.3
BE.1,BA.5.3.1,EF.1.3
BA.5.3.1,BA.5.3,EF.1.3
BA.5.3,BA.5,EF.1.3
BA.5,B.1.1.529,EF.1.3
B.1.1.529,B.1.1,EF.1.3
B.1.1,B.1,EF.1.3
B.1,B,EF.1.3
B,NA,EF.1.3
EF.2,BQ.1.1.13,EF.2
BQ.1.1.13,BQ.1.1,EF.2
BQ.1.1,BQ.1,EF.2
BQ.1,BE.1.1.1,EF.2
BE.1.1.1,BE.1.1,EF.2
BE.1.1,BE.1,EF.2
BE.1,BA.5.3.1,EF.2
BA.5.3.1,BA.5.3,EF.2
BA.5.3,BA.5,EF.2
BA.5,B.1.1.529,EF.2
B.1.1.529,B.1.1,EF.2
B.1.1,B.1,EF.2
B.1,B,EF.2
B,NA,EF.2
EF.3,BQ.1.1.13,EF.3
BQ.1.1.13,BQ.1.1,EF.3
BQ.1.1,BQ.1,EF.3
BQ.1,BE.1.1.1,EF.3
BE.1.1.1,BE.1.1,EF.3
BE.1.1,BE.1,EF.3
BE.1,BA.5.3.1,EF.3
BA.5.3.1,BA.5.3,EF.3
BA.5.3,BA.5,EF.3
BA.5,B.1.1.529,EF.3
B.1.1.529,B.1.1,EF.3
B.1.1,B.1,EF.3
B.1,B,EF.3
B,NA,EF.3
BQ.1.1.14,BQ.1.1,BQ.1.1.14
BQ.1.1,BQ.1,BQ.1.1.14
BQ.1,BE.1.1.1,BQ.1.1.14
BE.1.1.1,BE.1.1,BQ.1.1.14
BE.1.1,BE.1,BQ.1.1.14
BE.1,BA.5.3.1,BQ.1.1.14
BA.5.3.1,BA.5.3,BQ.1.1.14
BA.5.3,BA.5,BQ.1.1.14
BA.5,B.1.1.529,BQ.1.1.14
B.1.1.529,B.1.1,BQ.1.1.14
B.1.1,B.1,BQ.1.1.14
B.1,B,BQ.1.1.14
B,NA,BQ.1.1.14
CW.1,BQ.1.1.14,CW.1
BQ.1.1.14,BQ.1.1,CW.1
BQ.1.1,BQ.1,CW.1
BQ.1,BE.1.1.1,CW.1
BE.1.1.1,BE.1.1,CW.1
BE.1.1,BE.1,CW.1
BE.1,BA.5.3.1,CW.1
BA.5.3.1,BA.5.3,CW.1
BA.5.3,BA.5,CW.1
BA.5,B.1.1.529,CW.1
B.1.1.529,B.1.1,CW.1
B.1.1,B.1,CW.1
B.1,B,CW.1
B,NA,CW.1
BQ.1.1.15,BQ.1.1,BQ.1.1.15
BQ.1.1,BQ.1,BQ.1.1.15
BQ.1,BE.1.1.1,BQ.1.1.15
BE.1.1.1,BE.1.1,BQ.1.1.15
BE.1.1,BE.1,BQ.1.1.15
BE.1,BA.5.3.1,BQ.1.1.15
BA.5.3.1,BA.5.3,BQ.1.1.15
BA.5.3,BA.5,BQ.1.1.15
BA.5,B.1.1.529,BQ.1.1.15
B.1.1.529,B.1.1,BQ.1.1.15
B.1.1,B.1,BQ.1.1.15
B.1,B,BQ.1.1.15
B,NA,BQ.1.1.15
DM.1,BQ.1.1.15,DM.1
BQ.1.1.15,BQ.1.1,DM.1
BQ.1.1,BQ.1,DM.1
BQ.1,BE.1.1.1,DM.1
BE.1.1.1,BE.1.1,DM.1
BE.1.1,BE.1,DM.1
BE.1,BA.5.3.1,DM.1
BA.5.3.1,BA.5.3,DM.1
BA.5.3,BA.5,DM.1
BA.5,B.1.1.529,DM.1
B.1.1.529,B.1.1,DM.1
B.1.1,B.1,DM.1
B.1,B,DM.1
B,NA,DM.1
BQ.1.1.16,BQ.1.1,BQ.1.1.16
BQ.1.1,BQ.1,BQ.1.1.16
BQ.1,BE.1.1.1,BQ.1.1.16
BE.1.1.1,BE.1.1,BQ.1.1.16
BE.1.1,BE.1,BQ.1.1.16
BE.1,BA.5.3.1,BQ.1.1.16
BA.5.3.1,BA.5.3,BQ.1.1.16
BA.5.3,BA.5,BQ.1.1.16
BA.5,B.1.1.529,BQ.1.1.16
B.1.1.529,B.1.1,BQ.1.1.16
B.1.1,B.1,BQ.1.1.16
B.1,B,BQ.1.1.16
B,NA,BQ.1.1.16
BQ.1.1.17,BQ.1.1,BQ.1.1.17
BQ.1.1,BQ.1,BQ.1.1.17
BQ.1,BE.1.1.1,BQ.1.1.17
BE.1.1.1,BE.1.1,BQ.1.1.17
BE.1.1,BE.1,BQ.1.1.17
BE.1,BA.5.3.1,BQ.1.1.17
BA.5.3.1,BA.5.3,BQ.1.1.17
BA.5.3,BA.5,BQ.1.1.17
BA.5,B.1.1.529,BQ.1.1.17
B.1.1.529,B.1.1,BQ.1.1.17
B.1.1,B.1,BQ.1.1.17
B.1,B,BQ.1.1.17
B,NA,BQ.1.1.17
BQ.1.1.18,BQ.1.1,BQ.1.1.18
BQ.1.1,BQ.1,BQ.1.1.18
BQ.1,BE.1.1.1,BQ.1.1.18
BE.1.1.1,BE.1.1,BQ.1.1.18
BE.1.1,BE.1,BQ.1.1.18
BE.1,BA.5.3.1,BQ.1.1.18
BA.5.3.1,BA.5.3,BQ.1.1.18
BA.5.3,BA.5,BQ.1.1.18
BA.5,B.1.1.529,BQ.1.1.18
B.1.1.529,B.1.1,BQ.1.1.18
B.1.1,B.1,BQ.1.1.18
B.1,B,BQ.1.1.18
B,NA,BQ.1.1.18
ED.1,BQ.1.1.18,ED.1
BQ.1.1.18,BQ.1.1,ED.1
BQ.1.1,BQ.1,ED.1
BQ.1,BE.1.1.1,ED.1
BE.1.1.1,BE.1.1,ED.1
BE.1.1,BE.1,ED.1
BE.1,BA.5.3.1,ED.1
BA.5.3.1,BA.5.3,ED.1
BA.5.3,BA.5,ED.1
BA.5,B.1.1.529,ED.1
B.1.1.529,B.1.1,ED.1
B.1.1,B.1,ED.1
B.1,B,ED.1
B,NA,ED.1
ED.2,BQ.1.1.18,ED.2
BQ.1.1.18,BQ.1.1,ED.2
BQ.1.1,BQ.1,ED.2
BQ.1,BE.1.1.1,ED.2
BE.1.1.1,BE.1.1,ED.2
BE.1.1,BE.1,ED.2
BE.1,BA.5.3.1,ED.2
BA.5.3.1,BA.5.3,ED.2
BA.5.3,BA.5,ED.2
BA.5,B.1.1.529,ED.2
B.1.1.529,B.1.1,ED.2
B.1.1,B.1,ED.2
B.1,B,ED.2
B,NA,ED.2
ED.3,BQ.1.1.18,ED.3
BQ.1.1.18,BQ.1.1,ED.3
BQ.1.1,BQ.1,ED.3
BQ.1,BE.1.1.1,ED.3
BE.1.1.1,BE.1.1,ED.3
BE.1.1,BE.1,ED.3
BE.1,BA.5.3.1,ED.3
BA.5.3.1,BA.5.3,ED.3
BA.5.3,BA.5,ED.3
BA.5,B.1.1.529,ED.3
B.1.1.529,B.1.1,ED.3
B.1.1,B.1,ED.3
B.1,B,ED.3
B,NA,ED.3
BQ.1.1.19,BQ.1.1,BQ.1.1.19
BQ.1.1,BQ.1,BQ.1.1.19
BQ.1,BE.1.1.1,BQ.1.1.19
BE.1.1.1,BE.1.1,BQ.1.1.19
BE.1.1,BE.1,BQ.1.1.19
BE.1,BA.5.3.1,BQ.1.1.19
BA.5.3.1,BA.5.3,BQ.1.1.19
BA.5.3,BA.5,BQ.1.1.19
BA.5,B.1.1.529,BQ.1.1.19
B.1.1.529,B.1.1,BQ.1.1.19
B.1.1,B.1,BQ.1.1.19
B.1,B,BQ.1.1.19
B,NA,BQ.1.1.19
BQ.1.1.20,BQ.1.1,BQ.1.1.20
BQ.1.1,BQ.1,BQ.1.1.20
BQ.1,BE.1.1.1,BQ.1.1.20
BE.1.1.1,BE.1.1,BQ.1.1.20
BE.1.1,BE.1,BQ.1.1.20
BE.1,BA.5.3.1,BQ.1.1.20
BA.5.3.1,BA.5.3,BQ.1.1.20
BA.5.3,BA.5,BQ.1.1.20
BA.5,B.1.1.529,BQ.1.1.20
B.1.1.529,B.1.1,BQ.1.1.20
B.1.1,B.1,BQ.1.1.20
B.1,B,BQ.1.1.20
B,NA,BQ.1.1.20
BQ.1.1.21,BQ.1.1,BQ.1.1.21
BQ.1.1,BQ.1,BQ.1.1.21
BQ.1,BE.1.1.1,BQ.1.1.21
BE.1.1.1,BE.1.1,BQ.1.1.21
BE.1.1,BE.1,BQ.1.1.21
BE.1,BA.5.3.1,BQ.1.1.21
BA.5.3.1,BA.5.3,BQ.1.1.21
BA.5.3,BA.5,BQ.1.1.21
BA.5,B.1.1.529,BQ.1.1.21
B.1.1.529,B.1.1,BQ.1.1.21
B.1.1,B.1,BQ.1.1.21
B.1,B,BQ.1.1.21
B,NA,BQ.1.1.21
BQ.1.1.22,BQ.1.1,BQ.1.1.22
BQ.1.1,BQ.1,BQ.1.1.22
BQ.1,BE.1.1.1,BQ.1.1.22
BE.1.1.1,BE.1.1,BQ.1.1.22
BE.1.1,BE.1,BQ.1.1.22
BE.1,BA.5.3.1,BQ.1.1.22
BA.5.3.1,BA.5.3,BQ.1.1.22
BA.5.3,BA.5,BQ.1.1.22
BA.5,B.1.1.529,BQ.1.1.22
B.1.1.529,B.1.1,BQ.1.1.22
B.1.1,B.1,BQ.1.1.22
B.1,B,BQ.1.1.22
B,NA,BQ.1.1.22
ER.1,BQ.1.1.22,ER.1
BQ.1.1.22,BQ.1.1,ER.1
BQ.1.1,BQ.1,ER.1
BQ.1,BE.1.1.1,ER.1
BE.1.1.1,BE.1.1,ER.1
BE.1.1,BE.1,ER.1
BE.1,BA.5.3.1,ER.1
BA.5.3.1,BA.5.3,ER.1
BA.5.3,BA.5,ER.1
BA.5,B.1.1.529,ER.1
B.1.1.529,B.1.1,ER.1
B.1.1,B.1,ER.1
B.1,B,ER.1
B,NA,ER.1
ER.1.1,ER.1,ER.1.1
ER.1,BQ.1.1.22,ER.1.1
BQ.1.1.22,BQ.1.1,ER.1.1
BQ.1.1,BQ.1,ER.1.1
BQ.1,BE.1.1.1,ER.1.1
BE.1.1.1,BE.1.1,ER.1.1
BE.1.1,BE.1,ER.1.1
BE.1,BA.5.3.1,ER.1.1
BA.5.3.1,BA.5.3,ER.1.1
BA.5.3,BA.5,ER.1.1
BA.5,B.1.1.529,ER.1.1
B.1.1.529,B.1.1,ER.1.1
B.1.1,B.1,ER.1.1
B.1,B,ER.1.1
B,NA,ER.1.1
BQ.1.1.23,BQ.1.1,BQ.1.1.23
BQ.1.1,BQ.1,BQ.1.1.23
BQ.1,BE.1.1.1,BQ.1.1.23
BE.1.1.1,BE.1.1,BQ.1.1.23
BE.1.1,BE.1,BQ.1.1.23
BE.1,BA.5.3.1,BQ.1.1.23
BA.5.3.1,BA.5.3,BQ.1.1.23
BA.5.3,BA.5,BQ.1.1.23
BA.5,B.1.1.529,BQ.1.1.23
B.1.1.529,B.1.1,BQ.1.1.23
B.1.1,B.1,BQ.1.1.23
B.1,B,BQ.1.1.23
B,NA,BQ.1.1.23
BQ.1.1.24,BQ.1.1,BQ.1.1.24
BQ.1.1,BQ.1,BQ.1.1.24
BQ.1,BE.1.1.1,BQ.1.1.24
BE.1.1.1,BE.1.1,BQ.1.1.24
BE.1.1,BE.1,BQ.1.1.24
BE.1,BA.5.3.1,BQ.1.1.24
BA.5.3.1,BA.5.3,BQ.1.1.24
BA.5.3,BA.5,BQ.1.1.24
BA.5,B.1.1.529,BQ.1.1.24
B.1.1.529,B.1.1,BQ.1.1.24
B.1.1,B.1,BQ.1.1.24
B.1,B,BQ.1.1.24
B,NA,BQ.1.1.24
BQ.1.1.25,BQ.1.1,BQ.1.1.25
BQ.1.1,BQ.1,BQ.1.1.25
BQ.1,BE.1.1.1,BQ.1.1.25
BE.1.1.1,BE.1.1,BQ.1.1.25
BE.1.1,BE.1,BQ.1.1.25
BE.1,BA.5.3.1,BQ.1.1.25
BA.5.3.1,BA.5.3,BQ.1.1.25
BA.5.3,BA.5,BQ.1.1.25
BA.5,B.1.1.529,BQ.1.1.25
B.1.1.529,B.1.1,BQ.1.1.25
B.1.1,B.1,BQ.1.1.25
B.1,B,BQ.1.1.25
B,NA,BQ.1.1.25
BQ.1.1.26,BQ.1.1,BQ.1.1.26
BQ.1.1,BQ.1,BQ.1.1.26
BQ.1,BE.1.1.1,BQ.1.1.26
BE.1.1.1,BE.1.1,BQ.1.1.26
BE.1.1,BE.1,BQ.1.1.26
BE.1,BA.5.3.1,BQ.1.1.26
BA.5.3.1,BA.5.3,BQ.1.1.26
BA.5.3,BA.5,BQ.1.1.26
BA.5,B.1.1.529,BQ.1.1.26
B.1.1.529,B.1.1,BQ.1.1.26
B.1.1,B.1,BQ.1.1.26
B.1,B,BQ.1.1.26
B,NA,BQ.1.1.26
BQ.1.1.27,BQ.1.1,BQ.1.1.27
BQ.1.1,BQ.1,BQ.1.1.27
BQ.1,BE.1.1.1,BQ.1.1.27
BE.1.1.1,BE.1.1,BQ.1.1.27
BE.1.1,BE.1,BQ.1.1.27
BE.1,BA.5.3.1,BQ.1.1.27
BA.5.3.1,BA.5.3,BQ.1.1.27
BA.5.3,BA.5,BQ.1.1.27
BA.5,B.1.1.529,BQ.1.1.27
B.1.1.529,B.1.1,BQ.1.1.27
B.1.1,B.1,BQ.1.1.27
B.1,B,BQ.1.1.27
B,NA,BQ.1.1.27
BQ.1.1.28,BQ.1.1,BQ.1.1.28
BQ.1.1,BQ.1,BQ.1.1.28
BQ.1,BE.1.1.1,BQ.1.1.28
BE.1.1.1,BE.1.1,BQ.1.1.28
BE.1.1,BE.1,BQ.1.1.28
BE.1,BA.5.3.1,BQ.1.1.28
BA.5.3.1,BA.5.3,BQ.1.1.28
BA.5.3,BA.5,BQ.1.1.28
BA.5,B.1.1.529,BQ.1.1.28
B.1.1.529,B.1.1,BQ.1.1.28
B.1.1,B.1,BQ.1.1.28
B.1,B,BQ.1.1.28
B,NA,BQ.1.1.28
EH.1,BQ.1.1.28,EH.1
BQ.1.1.28,BQ.1.1,EH.1
BQ.1.1,BQ.1,EH.1
BQ.1,BE.1.1.1,EH.1
BE.1.1.1,BE.1.1,EH.1
BE.1.1,BE.1,EH.1
BE.1,BA.5.3.1,EH.1
BA.5.3.1,BA.5.3,EH.1
BA.5.3,BA.5,EH.1
BA.5,B.1.1.529,EH.1
B.1.1.529,B.1.1,EH.1
B.1.1,B.1,EH.1
B.1,B,EH.1
B,NA,EH.1
BQ.1.1.29,BQ.1.1,BQ.1.1.29
BQ.1.1,BQ.1,BQ.1.1.29
BQ.1,BE.1.1.1,BQ.1.1.29
BE.1.1.1,BE.1.1,BQ.1.1.29
BE.1.1,BE.1,BQ.1.1.29
BE.1,BA.5.3.1,BQ.1.1.29
BA.5.3.1,BA.5.3,BQ.1.1.29
BA.5.3,BA.5,BQ.1.1.29
BA.5,B.1.1.529,BQ.1.1.29
B.1.1.529,B.1.1,BQ.1.1.29
B.1.1,B.1,BQ.1.1.29
B.1,B,BQ.1.1.29
B,NA,BQ.1.1.29
BQ.1.1.30,BQ.1.1,BQ.1.1.30
BQ.1.1,BQ.1,BQ.1.1.30
BQ.1,BE.1.1.1,BQ.1.1.30
BE.1.1.1,BE.1.1,BQ.1.1.30
BE.1.1,BE.1,BQ.1.1.30
BE.1,BA.5.3.1,BQ.1.1.30
BA.5.3.1,BA.5.3,BQ.1.1.30
BA.5.3,BA.5,BQ.1.1.30
BA.5,B.1.1.529,BQ.1.1.30
B.1.1.529,B.1.1,BQ.1.1.30
B.1.1,B.1,BQ.1.1.30
B.1,B,BQ.1.1.30
B,NA,BQ.1.1.30
BQ.1.1.31,BQ.1.1,BQ.1.1.31
BQ.1.1,BQ.1,BQ.1.1.31
BQ.1,BE.1.1.1,BQ.1.1.31
BE.1.1.1,BE.1.1,BQ.1.1.31
BE.1.1,BE.1,BQ.1.1.31
BE.1,BA.5.3.1,BQ.1.1.31
BA.5.3.1,BA.5.3,BQ.1.1.31
BA.5.3,BA.5,BQ.1.1.31
BA.5,B.1.1.529,BQ.1.1.31
B.1.1.529,B.1.1,BQ.1.1.31
B.1.1,B.1,BQ.1.1.31
B.1,B,BQ.1.1.31
B,NA,BQ.1.1.31
BQ.1.1.32,BQ.1.1,BQ.1.1.32
BQ.1.1,BQ.1,BQ.1.1.32
BQ.1,BE.1.1.1,BQ.1.1.32
BE.1.1.1,BE.1.1,BQ.1.1.32
BE.1.1,BE.1,BQ.1.1.32
BE.1,BA.5.3.1,BQ.1.1.32
BA.5.3.1,BA.5.3,BQ.1.1.32
BA.5.3,BA.5,BQ.1.1.32
BA.5,B.1.1.529,BQ.1.1.32
B.1.1.529,B.1.1,BQ.1.1.32
B.1.1,B.1,BQ.1.1.32
B.1,B,BQ.1.1.32
B,NA,BQ.1.1.32
DT.1,BQ.1.1.32,DT.1
BQ.1.1.32,BQ.1.1,DT.1
BQ.1.1,BQ.1,DT.1
BQ.1,BE.1.1.1,DT.1
BE.1.1.1,BE.1.1,DT.1
BE.1.1,BE.1,DT.1
BE.1,BA.5.3.1,DT.1
BA.5.3.1,BA.5.3,DT.1
BA.5.3,BA.5,DT.1
BA.5,B.1.1.529,DT.1
B.1.1.529,B.1.1,DT.1
B.1.1,B.1,DT.1
B.1,B,DT.1
B,NA,DT.1
DT.2,BQ.1.1.32,DT.2
BQ.1.1.32,BQ.1.1,DT.2
BQ.1.1,BQ.1,DT.2
BQ.1,BE.1.1.1,DT.2
BE.1.1.1,BE.1.1,DT.2
BE.1.1,BE.1,DT.2
BE.1,BA.5.3.1,DT.2
BA.5.3.1,BA.5.3,DT.2
BA.5.3,BA.5,DT.2
BA.5,B.1.1.529,DT.2
B.1.1.529,B.1.1,DT.2
B.1.1,B.1,DT.2
B.1,B,DT.2
B,NA,DT.2
DT.3,BQ.1.1.32,DT.3
BQ.1.1.32,BQ.1.1,DT.3
BQ.1.1,BQ.1,DT.3
BQ.1,BE.1.1.1,DT.3
BE.1.1.1,BE.1.1,DT.3
BE.1.1,BE.1,DT.3
BE.1,BA.5.3.1,DT.3
BA.5.3.1,BA.5.3,DT.3
BA.5.3,BA.5,DT.3
BA.5,B.1.1.529,DT.3
B.1.1.529,B.1.1,DT.3
B.1.1,B.1,DT.3
B.1,B,DT.3
B,NA,DT.3
BQ.1.1.34,BQ.1.1,BQ.1.1.34
BQ.1.1,BQ.1,BQ.1.1.34
BQ.1,BE.1.1.1,BQ.1.1.34
BE.1.1.1,BE.1.1,BQ.1.1.34
BE.1.1,BE.1,BQ.1.1.34
BE.1,BA.5.3.1,BQ.1.1.34
BA.5.3.1,BA.5.3,BQ.1.1.34
BA.5.3,BA.5,BQ.1.1.34
BA.5,B.1.1.529,BQ.1.1.34
B.1.1.529,B.1.1,BQ.1.1.34
B.1.1,B.1,BQ.1.1.34
B.1,B,BQ.1.1.34
B,NA,BQ.1.1.34
BQ.1.1.35,BQ.1.1,BQ.1.1.35
BQ.1.1,BQ.1,BQ.1.1.35
BQ.1,BE.1.1.1,BQ.1.1.35
BE.1.1.1,BE.1.1,BQ.1.1.35
BE.1.1,BE.1,BQ.1.1.35
BE.1,BA.5.3.1,BQ.1.1.35
BA.5.3.1,BA.5.3,BQ.1.1.35
BA.5.3,BA.5,BQ.1.1.35
BA.5,B.1.1.529,BQ.1.1.35
B.1.1.529,B.1.1,BQ.1.1.35
B.1.1,B.1,BQ.1.1.35
B.1,B,BQ.1.1.35
B,NA,BQ.1.1.35
ET.1,BQ.1.1.35,ET.1
BQ.1.1.35,BQ.1.1,ET.1
BQ.1.1,BQ.1,ET.1
BQ.1,BE.1.1.1,ET.1
BE.1.1.1,BE.1.1,ET.1
BE.1.1,BE.1,ET.1
BE.1,BA.5.3.1,ET.1
BA.5.3.1,BA.5.3,ET.1
BA.5.3,BA.5,ET.1
BA.5,B.1.1.529,ET.1
B.1.1.529,B.1.1,ET.1
B.1.1,B.1,ET.1
B.1,B,ET.1
B,NA,ET.1
BQ.1.1.36,BQ.1.1,BQ.1.1.36
BQ.1.1,BQ.1,BQ.1.1.36
BQ.1,BE.1.1.1,BQ.1.1.36
BE.1.1.1,BE.1.1,BQ.1.1.36
BE.1.1,BE.1,BQ.1.1.36
BE.1,BA.5.3.1,BQ.1.1.36
BA.5.3.1,BA.5.3,BQ.1.1.36
BA.5.3,BA.5,BQ.1.1.36
BA.5,B.1.1.529,BQ.1.1.36
B.1.1.529,B.1.1,BQ.1.1.36
B.1.1,B.1,BQ.1.1.36
B.1,B,BQ.1.1.36
B,NA,BQ.1.1.36
BQ.1.1.37,BQ.1.1,BQ.1.1.37
BQ.1.1,BQ.1,BQ.1.1.37
BQ.1,BE.1.1.1,BQ.1.1.37
BE.1.1.1,BE.1.1,BQ.1.1.37
BE.1.1,BE.1,BQ.1.1.37
BE.1,BA.5.3.1,BQ.1.1.37
BA.5.3.1,BA.5.3,BQ.1.1.37
BA.5.3,BA.5,BQ.1.1.37
BA.5,B.1.1.529,BQ.1.1.37
B.1.1.529,B.1.1,BQ.1.1.37
B.1.1,B.1,BQ.1.1.37
B.1,B,BQ.1.1.37
B,NA,BQ.1.1.37
BQ.1.1.38,BQ.1.1,BQ.1.1.38
BQ.1.1,BQ.1,BQ.1.1.38
BQ.1,BE.1.1.1,BQ.1.1.38
BE.1.1.1,BE.1.1,BQ.1.1.38
BE.1.1,BE.1,BQ.1.1.38
BE.1,BA.5.3.1,BQ.1.1.38
BA.5.3.1,BA.5.3,BQ.1.1.38
BA.5.3,BA.5,BQ.1.1.38
BA.5,B.1.1.529,BQ.1.1.38
B.1.1.529,B.1.1,BQ.1.1.38
B.1.1,B.1,BQ.1.1.38
B.1,B,BQ.1.1.38
B,NA,BQ.1.1.38
EW.1,BQ.1.1.38,EW.1
BQ.1.1.38,BQ.1.1,EW.1
BQ.1.1,BQ.1,EW.1
BQ.1,BE.1.1.1,EW.1
BE.1.1.1,BE.1.1,EW.1
BE.1.1,BE.1,EW.1
BE.1,BA.5.3.1,EW.1
BA.5.3.1,BA.5.3,EW.1
BA.5.3,BA.5,EW.1
BA.5,B.1.1.529,EW.1
B.1.1.529,B.1.1,EW.1
B.1.1,B.1,EW.1
B.1,B,EW.1
B,NA,EW.1
EW.2,BQ.1.1.38,EW.2
BQ.1.1.38,BQ.1.1,EW.2
BQ.1.1,BQ.1,EW.2
BQ.1,BE.1.1.1,EW.2
BE.1.1.1,BE.1.1,EW.2
BE.1.1,BE.1,EW.2
BE.1,BA.5.3.1,EW.2
BA.5.3.1,BA.5.3,EW.2
BA.5.3,BA.5,EW.2
BA.5,B.1.1.529,EW.2
B.1.1.529,B.1.1,EW.2
B.1.1,B.1,EW.2
B.1,B,EW.2
B,NA,EW.2
EW.3,BQ.1.1.38,EW.3
BQ.1.1.38,BQ.1.1,EW.3
BQ.1.1,BQ.1,EW.3
BQ.1,BE.1.1.1,EW.3
BE.1.1.1,BE.1.1,EW.3
BE.1.1,BE.1,EW.3
BE.1,BA.5.3.1,EW.3
BA.5.3.1,BA.5.3,EW.3
BA.5.3,BA.5,EW.3
BA.5,B.1.1.529,EW.3
B.1.1.529,B.1.1,EW.3
B.1.1,B.1,EW.3
B.1,B,EW.3
B,NA,EW.3
BQ.1.1.39,BQ.1.1,BQ.1.1.39
BQ.1.1,BQ.1,BQ.1.1.39
BQ.1,BE.1.1.1,BQ.1.1.39
BE.1.1.1,BE.1.1,BQ.1.1.39
BE.1.1,BE.1,BQ.1.1.39
BE.1,BA.5.3.1,BQ.1.1.39
BA.5.3.1,BA.5.3,BQ.1.1.39
BA.5.3,BA.5,BQ.1.1.39
BA.5,B.1.1.529,BQ.1.1.39
B.1.1.529,B.1.1,BQ.1.1.39
B.1.1,B.1,BQ.1.1.39
B.1,B,BQ.1.1.39
B,NA,BQ.1.1.39
FQ.1,BQ.1.1.39,FQ.1
BQ.1.1.39,BQ.1.1,FQ.1
BQ.1.1,BQ.1,FQ.1
BQ.1,BE.1.1.1,FQ.1
BE.1.1.1,BE.1.1,FQ.1
BE.1.1,BE.1,FQ.1
BE.1,BA.5.3.1,FQ.1
BA.5.3.1,BA.5.3,FQ.1
BA.5.3,BA.5,FQ.1
BA.5,B.1.1.529,FQ.1
B.1.1.529,B.1.1,FQ.1
B.1.1,B.1,FQ.1
B.1,B,FQ.1
B,NA,FQ.1
BQ.1.1.40,BQ.1.1,BQ.1.1.40
BQ.1.1,BQ.1,BQ.1.1.40
BQ.1,BE.1.1.1,BQ.1.1.40
BE.1.1.1,BE.1.1,BQ.1.1.40
BE.1.1,BE.1,BQ.1.1.40
BE.1,BA.5.3.1,BQ.1.1.40
BA.5.3.1,BA.5.3,BQ.1.1.40
BA.5.3,BA.5,BQ.1.1.40
BA.5,B.1.1.529,BQ.1.1.40
B.1.1.529,B.1.1,BQ.1.1.40
B.1.1,B.1,BQ.1.1.40
B.1,B,BQ.1.1.40
B,NA,BQ.1.1.40
BQ.1.1.41,BQ.1.1,BQ.1.1.41
BQ.1.1,BQ.1,BQ.1.1.41
BQ.1,BE.1.1.1,BQ.1.1.41
BE.1.1.1,BE.1.1,BQ.1.1.41
BE.1.1,BE.1,BQ.1.1.41
BE.1,BA.5.3.1,BQ.1.1.41
BA.5.3.1,BA.5.3,BQ.1.1.41
BA.5.3,BA.5,BQ.1.1.41
BA.5,B.1.1.529,BQ.1.1.41
B.1.1.529,B.1.1,BQ.1.1.41
B.1.1,B.1,BQ.1.1.41
B.1,B,BQ.1.1.41
B,NA,BQ.1.1.41
BQ.1.1.42,BQ.1.1,BQ.1.1.42
BQ.1.1,BQ.1,BQ.1.1.42
BQ.1,BE.1.1.1,BQ.1.1.42
BE.1.1.1,BE.1.1,BQ.1.1.42
BE.1.1,BE.1,BQ.1.1.42
